,Unnamed: 0,sent1,sent2,similarity,pool_DSBERT,pool_CBERT,cls_DSBERT,cls_CBERT,predicted_MINILM
990,990,A person is taking away the meat in the skillet,A person is putting meat into a skillet,0.625,0.9610671,0.97076523,0.9786354,0.98315626,"(0.95646, 0.8258938)"
991,991,A woman is putting the baby into a trash can,A person is putting meat into a skillet,0.0,0.9004489,0.93828535,0.9099121,0.936802,"(0.5024605, 0.12083442)"
992,992,The kitten isn't eagerly drinking some milk from the bowl,The kitten is eagerly drinking some milk from the bowl,0.75,0.98072284,0.97803295,0.98555034,0.9890529,"(0.9812023, 0.86933506)"
993,993,One small child is drinking water from the cup,One small child is filling the cup with water,0.7,0.9567416,0.96711534,0.9710182,0.9743954,"(0.963853, 0.8821695)"
994,994,One small child is drinking water from the cup,The kitten is eagerly drinking some milk from the bowl,0.0999999999999999,0.9475473,0.96523356,0.9666228,0.96323144,"(0.66868913, 0.3676437)"
995,995,One small child is drinking water from the cup,The kitten isn't eagerly drinking some milk from the bowl,0.0999999999999999,0.93335426,0.94128305,0.9530467,0.95373607,"(0.68354964, 0.37705174)"
996,996,The band is singing loudly,The band is singing ,0.8999999999999999,0.93271077,0.95655346,0.94233316,0.9566089,"(0.9417771, 0.73915154)"
997,997,A woman is putting on makeup carefully,"A woman is putting on some makeup carefully,",0.975,0.9814806,0.97125125,0.9769485,0.9571022,"(0.9980449, 0.9932007)"
998,998,A woman is carefully removing her makeup,A woman is putting on makeup carefully,0.4499999999999999,0.9230102,0.96602935,0.93772423,0.9676397,"(0.96669656, 0.84592116)"
999,999,"A woman is putting on some makeup carefully,",The band is singing ,0.0,0.84825236,0.8268426,0.8909306,0.83336854,"(0.60984164, -0.011690587)"
1000,1000,The band is singing ,A woman is carefully removing her makeup,0.0,0.86869997,0.835331,0.90159714,0.84213215,"(0.60076743, -0.0011249334)"
1001,1001,A woman is putting on makeup carefully,The band is singing loudly,0.0,0.8727934,0.86576027,0.91636753,0.8810035,"(0.57070947, 0.015124546)"
1002,1002,A woman is putting on makeup carefully,The singer is leaving the band,0.0,0.8388967,0.8694217,0.85441613,0.882812,"(0.58269465, -0.06415909)"
1003,1003,A person is playing a guitar and singing,Nobody is playing the guitar and singing,0.725,0.96053433,0.94722927,0.9742825,0.95059294,"(0.8422633, 0.45794642)"
1004,1004,A person is playing a guitar and singing,The singer is hiring a person to fire the guitar player,0.275,0.91323197,0.9251895,0.9371644,0.9280829,"(0.882856, 0.58027184)"
1005,1005,"The woman is playing a guitar, which is acoustic, and singing","The woman isn't playing the guitar, which is acoustic, or singing",0.7,0.95338356,0.9507556,0.9671496,0.94298637,"(0.9654627, 0.77435446)"
1006,1006,A person is playing a guitar and singing,"The woman isn't playing the guitar, which is acoustic, or singing",0.475,0.9148612,0.90862036,0.95151585,0.94040996,"(0.8678829, 0.59146243)"
1007,1007,"The woman is playing a guitar, which is acoustic, and singing",One person is playing the guitar and singing,0.8500000000000001,0.96162564,0.9508389,0.970908,0.91533476,"(0.90423423, 0.71930164)"
1008,1008,"The woman is playing a guitar, which is acoustic, and singing",A person is playing a guitar and singing,0.925,0.9516937,0.9545741,0.96172696,0.9512836,"(0.9106634, 0.78063875)"
1009,1009,Some water is being casually drunk by a cat,Some water is being drunk by a cat,0.8,0.9858833,0.99174786,0.99236476,0.99241364,"(0.9969233, 0.98741317)"
1010,1010,Some water is being drunk by a cat,A drunk man is unwarily watering a cat,0.4499999999999999,0.930828,0.94736266,0.9448603,0.9272482,"(0.89549744, 0.7738732)"
1011,1011,One truck is quickly going down the hill,A truck is quickly going down a hill,0.975,0.97363293,0.9678633,0.97462624,0.93856025,"(0.9830761, 0.89778656)"
1012,1012,One truck is quickly going down the hill,Some water is being drunk by a cat,0.0,0.8707315,0.9002099,0.891027,0.8983762,"(0.4347441, 0.07710604)"
1013,1013,A truck is quickly going up a hill,Some water is being drunk by a cat,0.0,0.88323903,0.897182,0.91442204,0.9129436,"(0.41748765, 0.07241979)"
1014,1014,A truck is quickly going down a hill,There is no water being drunk by a cat,0.0,0.87125564,0.862111,0.9060035,0.88434863,"(0.4150137, 0.023671944)"
1015,1015,A truck is quickly going down a hill,A drunk man is unwarily watering a cat,0.0,0.87572855,0.8852867,0.9283924,0.9176707,"(0.42101905, -0.018097924)"
1016,1016,A girl is playing the guitar,The guitar player is loving one girl,0.4499999999999999,0.9551425,0.9431445,0.95919585,0.90009624,"(0.9424883, 0.74394816)"
1017,1017,The man isn't intensely playing the guitar,A girl is playing the guitar,0.5,0.92105794,0.91847265,0.93534696,0.9600227,"(0.7950439, 0.3638072)"
1018,1018,A young woman is playing the guitar,The man is intensely playing the guitar,0.6,0.9541764,0.95407426,0.95138896,0.966984,"(0.8193266, 0.42679882)"
1019,1019,A girl is not playing the guitar,The man is intensely playing the guitar,0.6,0.9537065,0.9489628,0.9647094,0.94565225,"(0.77969277, 0.3461218)"
1020,1020,The horse is being ridden by a man,A man is riding the animal,0.8500000000000001,0.9322673,0.92981005,0.9548654,0.9363911,"(0.85748667, 0.7651333)"
1021,1021,The man is on the ride with the horse,The horse is being ridden by a man,0.675,0.93811494,0.9297655,0.9576088,0.9483424,"(0.96910065, 0.91526896)"
1022,1022,A man is riding the horse,A man is riding a motorbike,0.35,0.9583491,0.9384994,0.97293216,0.9704565,"(0.70242625, 0.4569022)"
1023,1023,The horse is being ridden by a man,A man is riding a motorbike,0.275,0.93663824,0.9171984,0.93543756,0.9427824,"(0.68179756, 0.4000578)"
1024,1024,A man is dangerously throwing knives at the tree,A man is dangerously throwing knives at a tree,1.0,0.9934786,0.99333656,0.9940846,0.9961622,"(0.9977503, 0.9928777)"
1025,1025,The man is doing a magic trick,A man is dangerously extracting knives from a tree,0.25,0.88000286,0.83891195,0.933569,0.867285,"(0.60279566, 0.196967)"
1026,1026,The man is doing a magic trick,Some dangerous men with knives are throwing a bike against a tree,0.125,0.8652627,0.83883715,0.9126879,0.8740845,"(0.6124923, 0.14899012)"
1027,1027,The man is doing a magic trick,A man is dangerously throwing knives at a tree,0.425,0.87757635,0.8304144,0.924405,0.8624755,"(0.60241663, 0.19731343)"
1028,1028,The guitar is being sold by a lady,The guitar is being played by a lady,0.525,0.96180856,0.98198164,0.9749165,0.98622566,"(0.9679507, 0.86003256)"
1029,1029,The person isn't practicing the guitar,The person is practicing the guitar,0.75,0.94931394,0.9494259,0.968942,0.98208034,"(0.96703917, 0.8244641)"
1030,1030,The practicing person doesn't like the guitar,The person is practicing the guitar,0.575,0.9190637,0.92156196,0.9661132,0.9661851,"(0.9673453, 0.7245881)"
1031,1031,The guitar is being played by a lady,The man is practicing the guitar,0.55,0.9212877,0.93170744,0.9459866,0.95823526,"(0.8683717, 0.5436383)"
1032,1032,The person isn't practicing the guitar,The guitar is being played by a lady,0.425,0.8888904,0.899583,0.90135825,0.89397514,"(0.87151265, 0.53863895)"
1033,1033,The guitar is being played by a girl,The person is practicing the guitar,0.7,0.9133247,0.9156725,0.9361534,0.92701024,"(0.88535136, 0.65875274)"
1034,1034,The guitar is being played by a lady,The person is practicing the guitar,0.7749999999999999,0.9161167,0.9220312,0.93510705,0.9176118,"(0.89869046, 0.7018744)"
1035,1035,Mud is being thrown to the playing boy,The boy is playing in the mud,0.675,0.91875505,0.928604,0.93645096,0.88803065,"(0.9484108, 0.8323345)"
1036,1036,The cat is playing with a device,A cat is playing with a device,1.0,0.98395836,0.98800355,0.98859817,0.9866175,"(0.9977015, 0.9947549)"
1037,1037,There is no cat playing with a device,A cat is playing with a device,0.625,0.8902116,0.9261743,0.9189755,0.90874505,"(0.9677784, 0.813215)"
1038,1038,The cat is playing with a device,The boy is playing in the mud,0.0,0.92269564,0.9136069,0.9570716,0.8852483,"(0.51005036, 0.09539667)"
1039,1039,A playing device is amusing a cat,The boy is playing in the mud,0.0,0.9124212,0.90681064,0.9434258,0.9303201,"(0.5121182, 0.11088814)"
1040,1040,A cat is playing with a device,The boy isn't playing in the mud,0.0999999999999999,0.9012484,0.8728554,0.9480063,0.8424915,"(0.51996636, 0.09182699)"
1041,1041,Some meat is being cut into pieces by a woman,A woman is cutting some meat into pieces,0.95,0.9611865,0.9618342,0.967137,0.9589956,"(0.9747722, 0.9066391)"
1042,1042,Some meat is being stitched together by a woman,Some meat is being cut into pieces by a woman,0.5625,0.96046174,0.9645805,0.97573924,0.9862301,"(0.929072, 0.8412522)"
1043,1043,A lady is cutting up some meat,There is no lady cutting up some meat,0.525,0.9696627,0.9703071,0.97739017,0.9586278,"(0.94460356, 0.7684519)"
1044,1044,A woman is cutting some meat into pieces,A lady is cutting up some meat,0.975,0.957252,0.9663841,0.96340805,0.96906507,"(0.9553617, 0.8850311)"
1045,1045,A lady is cutting up some meat,The woman is eating some cut pieces of raw meat,0.6,0.9549413,0.95411044,0.9740362,0.96871847,"(0.8904514, 0.71318287)"
1046,1046,A lady is cutting up some meat,Some meat is being cut into pieces by a woman,0.95,0.9272573,0.9386468,0.9478096,0.95534825,"(0.94183046, 0.83927107)"
1047,1047,A boy in his teens isn't talking to a girl with a webcam,A boy in his teens is talking to a girl with a webcam,0.525,0.984565,0.9813696,0.9891385,0.9845358,"(0.9824022, 0.8732817)"
1048,1048,A boy in his teens is talking to a girl with a webcam,One man is chatting with a girl with an internet camera,0.725,0.9578029,0.93629134,0.96638507,0.95080817,"(0.8666029, 0.68258464)"
1049,1049,One man is talking to a girl with an internet camera,A boy in his teens is talking to a girl with an internet camera,0.725,0.9747306,0.97967863,0.97785497,0.977052,"(0.9268409, 0.7707498)"
1050,1050,One man is talking to a girl with an internet camera,A boy in his teens is talking to a girl with a webcam,0.7749999999999999,0.95941216,0.954523,0.9674033,0.95539653,"(0.87312394, 0.728781)"
1051,1051,A person is strongly whisking eggs in a bowl,A strong person is leaving the whisk in the bowl near the eggs,0.65,0.9251592,0.95073193,0.92926115,0.94656885,"(0.94052345, 0.8263299)"
1052,1052,A person is strongly whisking eggs in a bowl,"A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk ",0.4,0.925808,0.94811165,0.9433638,0.95356196,"(0.8988954, 0.665298)"
1053,1053,A woman is beating two eggs in a bowl and using a whisk made of wire,A person is removing eggs from a bowl,0.4499999999999999,0.9018264,0.9180894,0.9277808,0.9363948,"(0.79677457, 0.6465087)"
1054,1054,A white car is being driven by the man,A man's white car is being driven away,0.8,0.94088286,0.95647985,0.95104504,0.95264256,"(0.9438502, 0.831138)"
1055,1055,The man is granting an interview,There is no white car being driven by the man,0.0,0.8199521,0.8553647,0.89150774,0.8441348,"(0.6502043, 0.112063065)"
1056,1056,A white car is being driven by the man,The interviewer is granting a break to the man,0.15,0.8308769,0.8594449,0.8996989,0.810807,"(0.58548594, 0.12079567)"
1057,1057,A cord is being climbed by a man,A rope is being climbed by a man,0.8,0.9633415,0.95876634,0.9688934,0.96307623,"(0.875122, 0.8176465)"
1058,1058,A man is eating a carrot sliced by a machine,A man is slicing the carrot with a machine,0.65,0.9579573,0.94304097,0.9685638,0.95738417,"(0.9472909, 0.8492212)"
1059,1059,A man is removing a carrot from a machine,A rope is being climbed by a man,0.125,0.89399827,0.92284405,0.9261973,0.93537056,"(0.5397811, 0.20694405)"
1060,1060,A cord is being climbed by a man,A man is slicing the carrot with a machine,0.025,0.8967917,0.9198152,0.9323715,0.91579443,"(0.5866496, 0.25087166)"
1061,1061,There is no rope being climbed by a man,A man is slicing the carrot with a machine,0.025,0.89536273,0.9052019,0.93236005,0.89206547,"(0.5103396, 0.13099371)"
1062,1062,The cat is licking a shallow dish full of milk,The cat is licking milk from a saucer,0.8,0.9394337,0.9474957,0.95421904,0.9497323,"(0.8729937, 0.77076757)"
1063,1063,The cat is licking milk from a saucer,A lick of milk sauce is being given to the cat,0.675,0.9285806,0.9263262,0.9389311,0.9156339,"(0.9452884, 0.8384781)"
1064,1064,The cat is licking milk from a saucer,Some milk is being hungrily drunk by a cat,0.8500000000000001,0.9370165,0.94644606,0.95301545,0.9481326,"(0.83660626, 0.60218304)"
1065,1065,The cat is licking milk from a saucer,The cat is hungrily drinking milk,0.825,0.9330064,0.9488163,0.96650577,0.96579754,"(0.84013075, 0.6629795)"
1066,1066,A baby is cheerfully playing with a dog,A baby is playing with a dog ,0.925,0.9625497,0.98083663,0.9798418,0.9936124,"(0.9040129, 0.88221985)"
1067,1067,There is no baby playing with a dog,A baby is playing with a dog ,0.7,0.9559541,0.95480967,0.96200114,0.93625045,"(0.93597245, 0.7507019)"
1068,1068,A small boy is playing with a dog,The small boy is playing with the dog,1.0,0.96507394,0.9726937,0.9813563,0.96613187,"(0.9940733, 0.9787835)"
1069,1069,A baby is playing with a dog ,The small boy is playing with the dog,0.8,0.9526868,0.9632409,0.9664576,0.9590994,"(0.858044, 0.54356784)"
1070,1070,A baby is cheerfully playing with a dog,A small boy is playing with a dog,0.875,0.95182866,0.9704448,0.9480158,0.9850015,"(0.790418, 0.4774702)"
1071,1071,A small boy is playing with a dog,There is no baby playing with a dog,0.55,0.94976,0.94771296,0.9626082,0.93663645,"(0.83991706, 0.4733187)"
1072,1072,A small boy is playing with a dog,A baby is playing with a dog ,0.7749999999999999,0.98175573,0.98184466,0.973604,0.9880407,"(0.8689673, 0.56646085)"
1073,1073,There is no woman peeling a potato,A woman is peeling a potato,0.4499999999999999,0.9564941,0.95395833,0.96216005,0.93638706,"(0.9456375, 0.72693187)"
1074,1074,A potato peel is falling over a woman,A woman is peeling a potato,0.625,0.9502881,0.9620291,0.9654412,0.9640592,"(0.92867804, 0.7245855)"
1075,1075,The man is not slicing potatoes,The man is slicing potatoes,0.7,0.9814712,0.95701385,0.98540187,0.9433861,"(0.96925455, 0.8454059)"
1076,1076,A woman is peeling a potato,The man is slicing some potatoes,0.525,0.9114054,0.91729575,0.94663703,0.94685626,"(0.8219472, 0.5472693)"
1077,1077,A woman is peeling a potato,The man is not slicing potatoes,0.525,0.85987806,0.87901723,0.90426195,0.83102703,"(0.80864894, 0.4892255)"
1078,1078,A potato peel is falling over a woman,The man is slicing potatoes,0.3,0.8856703,0.91738605,0.9146369,0.927258,"(0.7899268, 0.43657982)"
1079,1079,A man is taking pictures of a lake,A man is attentively taking pictures of a lake,0.925,0.939662,0.95337296,0.9686461,0.9780744,"(0.9891526, 0.96159226)"
1080,1080,The picture of a man is being taken near a lake,A man is taking pictures of a lake,0.6,0.9371508,0.9368975,0.9565836,0.9378896,"(0.9512937, 0.87791693)"
1081,1081,The man is setting up the camera and taking sunset pictures at the beach,The man is setting up the camera and takes pictures of the sunset at the beach,1.0,0.9901359,0.98410416,0.9927144,0.9740811,"(0.9963402, 0.988557)"
1082,1082,The man is setting up the camera and taking sunset pictures at the beach,The picture of a camera set up is being taken by a man on the beach at the sunset,0.75,0.9585862,0.95517814,0.9485415,0.9434763,"(0.9740485, 0.87797904)"
1083,1083,A man is taking pictures of a lake,The man is setting up the camera and takes pictures of the sunset at the beach,0.7,0.9101123,0.92821884,0.94559216,0.95294243,"(0.7045185, 0.5708097)"
1084,1084,A man is taking pictures of a lake,The man is putting away the camera and walks away from the beach,0.375,0.88156694,0.9055451,0.91027457,0.9282868,"(0.70838094, 0.4051981)"
1085,1085,The man is setting up the camera and taking sunset pictures at the beach,A man is attentively taking pictures of a lake,0.55,0.8875663,0.9177866,0.9319334,0.92070854,"(0.7018173, 0.5448296)"
1086,1086,A man is tearing up the pictures of a lake,The man is setting up the camera and taking sunset pictures at the beach,0.375,0.9325437,0.9379604,0.9451435,0.9364387,"(0.63175356, 0.35038075)"
1087,1087,The picture of a man is being taken near a lake,The man is setting up the camera and taking sunset pictures at the beach,0.425,0.9158204,0.9189968,0.9453604,0.9380275,"(0.65362704, 0.4447653)"
1088,1088,The man is setting up the camera and taking sunset pictures at the beach,A man is taking pictures of a lake,0.6,0.9158552,0.9292961,0.9493128,0.94409615,"(0.6936108, 0.55416006)"
1089,1089,A woman is sewing with a machine,A woman is using a sewing machine,0.975,0.970791,0.9764515,0.9807309,0.984975,"(0.97701037, 0.9576838)"
1090,1090,A woman is using a sewing machine,A woman is unstitching with a machine,0.7625,0.94289595,0.9337121,0.9641007,0.96186817,"(0.8294391, 0.6671299)"
1091,1091,A woman is cracking an egg into a bowl,A woman is placing a bowl with a crack near an egg,0.55,0.9588196,0.9663742,0.97007185,0.97997963,"(0.97736216, 0.9084211)"
1092,1092,The woman is cracking two eggs into a bowl made of glass,The woman is cracking two eggs into a glass bowl,1.0,0.98342776,0.9871985,0.976441,0.9825377,"(0.9964542, 0.98849267)"
1093,1093,A woman is cracking an egg into a bowl,The woman is not cracking two eggs into a glass bowl,0.5,0.96514726,0.9691886,0.9672878,0.9547433,"(0.9362724, 0.8335607)"
1094,1094,The woman is cracking two eggs into a glass bowl,An egg is being cracked into a bowl by a woman,0.8,0.94702935,0.94819844,0.95945674,0.94910264,"(0.9414954, 0.86163807)"
1095,1095,A few men are cheerfully playing cricket,A few men are playing cricket,0.875,0.9698381,0.98545444,0.9827966,0.9934304,"(0.9096434, 0.85454)"
1096,1096,People are not playing cricket,People are playing cricket,0.75,0.9716559,0.9820243,0.98054945,0.98849976,"(0.9576949, 0.8489922)"
1097,1097,A few men are playing cricket,Some people are playing cricket,0.875,0.96691895,0.9618321,0.98435163,0.95813996,"(0.9466449, 0.85361284)"
1098,1098,A few men are playing cricket,People are not playing cricket,0.8,0.9395884,0.94463146,0.9700435,0.9300507,"(0.904327, 0.71610403)"
1099,1099,People are playing cricket,A few men are watching cricket,0.625,0.9016753,0.88016284,0.9487622,0.9113654,"(0.8985795, 0.70101666)"
1100,1100,People are playing cricket,A few men are playing cricket,0.925,0.96020913,0.9566333,0.98151135,0.951804,"(0.94234145, 0.833458)"
1101,1101,A man is putting garlic on some slices of bread,A man is putting garlic on some bread slices,1.0,0.9809178,0.9839205,0.9843886,0.979275,"(0.9973721, 0.9937495)"
1102,1102,A man is slicing some garlic and putting away the bread,A man is putting garlic on some bread slices,0.575,0.95131874,0.9410144,0.9554585,0.91412127,"(0.95241714, 0.8260807)"
1103,1103,A man is sprinkling seasoning on several sliced and buttered loaves of bread,A person is sprinkling seasoning on several sliced and buttered loaves of bread,0.8500000000000001,0.9966047,0.99485046,0.9920396,0.98215973,"(0.9797207, 0.9326195)"
1104,1104,A man is putting garlic on some bread slices,There is no man sprinkling seasoning on several sliced and buttered loaves of bread,0.525,0.9185091,0.9261118,0.9446242,0.9230713,"(0.7420063, 0.401319)"
1105,1105,A man is sprinkling seasoning on several sliced and buttered loaves of bread,A man is slicing some garlic and putting away the bread,0.5,0.9269717,0.94665086,0.93753934,0.9748214,"(0.7473674, 0.47605488)"
1106,1106,A man is putting garlic on some bread slices,A man is sprinkling seasoning on several sliced and buttered loaves of bread,0.725,0.92138433,0.9161562,0.94530404,0.9013388,"(0.75802016, 0.54857695)"
1107,1107,Two crocodiles are floating in a green colored swimming pool near some playing kids,Two kids are playing in a swimming pool with a green colored crocodile float,0.625,0.9633345,0.97425187,0.94748664,0.9663029,"(0.97399205, 0.9345738)"
1108,1108,Two kids are pulling an inflatable crocodile out of a pool,Two kids are pushing an inflatable crocodile in a pool,0.675,0.9864884,0.98134685,0.9928005,0.9843675,"(0.97212046, 0.8696893)"
1109,1109,Two kids are playing in a swimming pool with a green colored crocodile float,Two kids are pulling an inflatable crocodile out of a pool,0.675,0.94361305,0.91610825,0.9609319,0.9389981,"(0.9081769, 0.77244973)"
1110,1110,Two kids are playing in a swimming pool with a crocodile float that is green,Two kids are pushing an inflatable crocodile in a pool,0.875,0.95515203,0.9253773,0.97200936,0.92167795,"(0.88549894, 0.78954613)"
1111,1111,Two kids are pushing an inflatable crocodile in a pool,Two kids are playing in a swimming pool with a green colored crocodile float,0.8500000000000001,0.9548536,0.92157435,0.96886224,0.9343133,"(0.91228807, 0.81325525)"
1112,1112,Someone is falling off a horse,Someone is on a horse,0.7,0.95638865,0.9505562,0.9674416,0.9722667,"(0.9345083, 0.7792957)"
1113,1113,The man is being knocked off of a horse,The man is not knocked off of a horse,0.7,0.9711139,0.97457707,0.96730965,0.97159714,"(0.9779016, 0.8997288)"
1114,1114,The man is abruptly knocked off of a horse,Someone is falling off a horse,0.8500000000000001,0.9204446,0.9297952,0.9411624,0.91922957,"(0.90557736, 0.7125052)"
1115,1115,The man is being knocked off of a horse,Someone is on a horse,0.6,0.913412,0.91573757,0.94549274,0.94048643,"(0.91006887, 0.6698837)"
1116,1116,A horse is falling on someone,The man is being knocked off of a horse,0.4,0.9202999,0.9000259,0.9387421,0.9068273,"(0.8854676, 0.6929374)"
1117,1117,The man is being knocked off of a horse,Someone is falling off a horse,0.7749999999999999,0.9367455,0.9359348,0.9525564,0.9395323,"(0.905236, 0.71376985)"
1118,1118,There is no woman tapping her fingers,A woman is tapping her fingers,0.5,0.9480438,0.95417637,0.9613793,0.942644,"(0.87157524, 0.7061782)"
1119,1119,A woman is tapping her fingers on a desk,A woman is tapping her fingers,0.8,0.95990926,0.96463126,0.9724172,0.9702822,"(0.8724456, 0.7948755)"
1120,1120,The dog is knocking a boy into the water,A boy is being knocked into the water by the dog,0.875,0.954807,0.973323,0.9563509,0.96262693,"(0.9630094, 0.89992934)"
1121,1121,The dog is not knocking the boy into the water,A dog is pushing a toddler into a rain puddle,0.6875,0.9157386,0.91397524,0.9465376,0.90740395,"(0.72826594, 0.46047765)"
1122,1122,The dog is knocking a boy into the water,A dog is pulling a toddler out of a rain puddle,0.55,0.94448876,0.9424383,0.9648383,0.9613602,"(0.71306026, 0.4077019)"
1123,1123,The dog is knocking a boy into the water,A dog is pushing a toddler into a rain puddle,0.7,0.94258463,0.9369031,0.9634247,0.95451736,"(0.72791004, 0.48391026)"
1124,1124,A man is hungrily eating a bowl of cereal,A man is eating a bowl of cereal,0.8999999999999999,0.9776149,0.98759747,0.9897059,0.98767185,"(0.9846823, 0.9489732)"
1125,1125,Cereal is being eaten by the man,The man is eating cereal,1.0,0.9439467,0.9528326,0.9615218,0.9552777,"(0.9648517, 0.8451754)"
1126,1126,The man is eating cereal,There is no man eating cereal,0.725,0.9605522,0.95327824,0.98128027,0.9206108,"(0.9207772, 0.7164274)"
1127,1127,A man is eating a bowl of cereal,The man is eating cereal,0.95,0.9375473,0.94875765,0.9606233,0.9398093,"(0.9697267, 0.9352387)"
1128,1128,A man is playing the guitar,A man is strumming the guitar,0.8999999999999999,0.9065434,0.9449507,0.94565815,0.9634341,"(0.915756, 0.7935621)"
1129,1129,A man is packing away the guitar,A man is playing the guitar,0.525,0.91457057,0.93147457,0.9492477,0.9196714,"(0.8939831, 0.607679)"
1130,1130,The man is playing the flute,The person is playing the flute,0.925,0.97678554,0.9781792,0.9820407,0.95278,"(0.9759724, 0.88700634)"
1131,1131,The man in not playing the flute,The man is playing the flute,0.7749999999999999,0.96398634,0.9672291,0.9626161,0.97403604,"(0.92728305, 0.6927117)"
1132,1132,A man is packing away the guitar,The man is playing the flute,0.4499999999999999,0.913401,0.91022426,0.95061934,0.9372251,"(0.56762904, 0.2535564)"
1133,1133,There is no woman adding spices to some meat,A woman is adding spices to some meat,0.75,0.97414345,0.9727465,0.97830534,0.9692729,"(0.9415047, 0.79175913)"
1134,1134,The woman is adding sugar to the meat,The woman is not adding sugar to the meat,0.65,0.9878633,0.99071145,0.99182993,0.9925708,"(0.9713312, 0.8542678)"
1135,1135,A woman is adding spices to some meat,The woman is adding sugar to the meat slowly,0.725,0.9258477,0.9366865,0.9256635,0.9045699,"(0.7641791, 0.62729573)"
1136,1136,The woman is not adding sugar to the meat,A woman is adding spices to some meat,0.65,0.9403506,0.9383534,0.9539355,0.9457836,"(0.77411944, 0.588364)"
1137,1137,A woman is adding spices to some meat,The woman is adding sugar to the meat,0.7749999999999999,0.9529362,0.9449152,0.964935,0.95018005,"(0.78006446, 0.6793549)"
1138,1138,The woman is adding sugar to the meat,There is no woman adding spices to some meat,0.675,0.9455292,0.9387776,0.9637531,0.9381203,"(0.7549271, 0.5215589)"
1139,1139,A dog is biting a can,A can is being bitten by a dog,1.0,0.9355142,0.9462954,0.95374596,0.9453248,"(0.9596604, 0.8923083)"
1140,1140,A dog is opening a can of food,A dog is closing a can of food,0.5,0.99340975,0.98689634,0.99559146,0.9851819,"(0.9554342, 0.86335564)"
1141,1141,A dog is closing a can of food,A dog is biting a can,0.55,0.92563814,0.9373206,0.92757004,0.940742,"(0.8150239, 0.63813156)"
1142,1142,A can is being bitten by a dog,A dog is opening a can of food,0.525,0.9017377,0.9113438,0.9242859,0.9361261,"(0.8258544, 0.57187676)"
1143,1143,A dog is dropping a can,A dog is opening a can of food,0.525,0.938328,0.9537407,0.9275757,0.9556179,"(0.8353398, 0.657534)"
1144,1144,A cat is playing with a watermelon,There is no cat playing with a watermelon,0.8,0.96576774,0.9728621,0.9682423,0.95711565,"(0.97407067, 0.8338748)"
1145,1145,The cat is playing with a watermelon,The cat isn't playing with a watermelon,0.75,0.9652723,0.9667742,0.9729672,0.98539996,"(0.9815084, 0.8690796)"
1146,1146,A cat is playing with a watermelon,The cat is playing with a watermelon,1.0,0.9914384,0.99185705,0.98589855,0.98785824,"(0.9978925, 0.99344337)"
1147,1147,There is no boy playing a guitar,A boy is playing a guitar,0.575,0.9553566,0.9585006,0.97062504,0.9566135,"(0.90538025, 0.6959133)"
1148,1148,A teenager is playing the guitar,A kid is playing a guitar,0.825,0.9766356,0.9688766,0.9860465,0.96703774,"(0.8735012, 0.7638303)"
1149,1149,A kid is putting the guitar away,A kid is playing a guitar,0.625,0.9122509,0.941426,0.9345793,0.9319187,"(0.9390092, 0.76912975)"
1150,1150,A teenager is playing the guitar,A boy is playing a guitar,0.7749999999999999,0.9743589,0.9750953,0.9837047,0.98032653,"(0.87235403, 0.7448216)"
1151,1151,A boy is playing a guitar,A kid is putting the guitar away,0.60875,0.87879205,0.9248308,0.91769254,0.90933025,"(0.898556, 0.668771)"
1152,1152,There is no boy playing a guitar,A kid is playing a guitar,0.725,0.9572692,0.95089203,0.9743036,0.96023583,"(0.8653617, 0.60426927)"
1153,1153,A woman is wakeboarding on a lake,One woman is wakeboarding on the lake,0.925,0.97228867,0.96821976,0.9720191,0.9578024,"(0.9913515, 0.94345057)"
1154,1154,A woman is wakeboarding on a lake,A woman is watching the lake,0.65,0.93525994,0.9267984,0.9632074,0.9510112,"(0.78994286, 0.6113386)"
1155,1155,One woman is wakeboarding on the lake,The woman is waterskiing,0.625,0.91076547,0.9199076,0.9328264,0.9331518,"(0.64034915, 0.3941899)"
1156,1156,A camera is being hammered onto the nail by the man,The man is hammering a nail with a camera,0.825,0.9533144,0.9532395,0.95632046,0.92384547,"(0.9540013, 0.87588555)"
1157,1157,The man is hammering a nail with a camera,The man is not hammering a nail with a camera,0.5,0.9788408,0.9780666,0.9770154,0.97738075,"(0.93513817, 0.7757947)"
1158,1158,The man is hammering a nail with a camera,Someone is nailing a camera lens with loud bangs,0.6375,0.94450825,0.9354259,0.9571674,0.89796895,"(0.8123893, 0.57244885)"
1159,1159,The man is hammering a nail with a camera,Someone is banging a camera lens against a nail,0.8162499999999999,0.9399293,0.947759,0.9553547,0.9373152,"(0.8633795, 0.679613)"
1160,1160,A person is wrapping up an onion,A person is cutting an onion,0.65,0.9524236,0.9515835,0.97740626,0.9638496,"(0.93682736, 0.7784353)"
1161,1161,A person near an onion has a cut,A person is cutting an onion,0.6,0.9279177,0.94292116,0.93661135,0.94241023,"(0.9836812, 0.91054994)"
1162,1162,One person is cutting an onion,A person is cutting an onion,0.975,0.9830182,0.98731816,0.97748977,0.9603067,"(0.99572927, 0.96171355)"
1163,1163,A person is cutting an onion,There is no person cutting an onion,0.575,0.94508743,0.95395195,0.9514503,0.9351264,"(0.95874345, 0.76044977)"
